Record Type,Constituent Id,Address ID,Address Type,Primary Flag,Organization Name,Address line 1,Address line 2,Address line 3,Address line 4,City,State,Zip Code,County,District
1C,45224322,HO,P,X,,31948 Joseph Land,,,,West Jamiefurt,CO,51033,Champaign,13.0
1C,45224323,HO,P,X,,93872 James Rapid Apt. 590,,,,Vargaschester,AR,10631,Vermilion,15.0
1C,45224324,HO,P,X,,12098 Lori Meadows Suite 976,,,,Michaelmouth,NM,97205,Champaign,13.0
1C,45224325,HO,P,X,,5249 Hernandez Corner,,,,Port Timothy,MA,47739,Pike,18.0
1C,45224326,HO,P,X,,866 Figueroa Shore,,,,Youngshire,VA,92975,Vermilion,15.0
1C,45224327,HO,P,X,,9495 Victoria Haven Suite 477,,,,Malloryfort,AK,9276,Champaign,13.0
1C,45224328,HO,P,X,,23153 Heidi Lakes Suite 415,,,,North Samanthastad,OK,73045,Champaign,13.0
1C,45224329,HO,P,X,,24558 Newman Lakes,,,,New Ann,DE,55690,Cook,5.0
1C,45224330,HO,P,X,,Unit 4495 Box 7189,,,,East Jasonshire,CA,97085,Shelby,15.0
1C,45224331,HO,P,X,,49914 Roberts Inlet Suite 975,,,,Shawfort,DE,41754,Champaign,13.0
1C,45224332,HO,P,X,,397 Joseph Dale,,,,Angelicamouth,CO,91967,Champaign,13.0
1C,45224333,HO,P,X,,0883 Marshall Squares Suite 461,,,,Ramirezville,AZ,74026,Coles,15.0
1C,45224334,HO,P,X,,925 Ian Mews,,,,Davidshire,UT,12050,Macon,13.0
1C,45224335,HO,P,X,,Unit 6798 Box 7234,,,,West Thomastown,UT,44262,Champaign,13.0
1C,45224336,HO,P,X,,686 Roy Neck Apt. 779,,,,Hickstown,NV,6903,Champaign,13.0
1C,45224337,HO,P,X,,425 Elliott Island,,,,Johnsonside,WI,7972,McLean,18.0
1C,45224338,HO,P,X,,8075 Nicole Estates,,,,Jensenton,NH,37223,Dewitt,13.0
1C,45224339,HO,P,X,,5232 Hall Burgs Suite 265,,,,Lake Diane,NM,29517,Macon,13.0
1C,45224340,HO,P,X,,422 Barnes Islands,,,,West Annette,MN,36247,Vermilion,15.0
1C,45224341,HO,P,X,,772 Gilmore Wells Suite 653,,,,Lake Markmouth,WI,99536,Cumberland,15.0
1C,45224342,HO,P,X,,731 Alvarado Summit Suite 006,,,,West Kimberly,NJ,6251,McLean,18.0
1C,45224343,HO,P,X,,464 Ward Roads,,,,West Casey,VA,27895,Iroquois,16.0
1C,45224344,HO,P,X,,Unit 3579 Box 1740,,,,DPO AE 08994,WV,70785,Champaign,13.0
1C,45224345,HO,P,X,,5083 Vincent Orchard,,,,Bridgesside,MA,45468,Champaign,15.0
1C,45224346,HO,P,X,,656 Daniel Trace,,,,South Scott,IN,94341,Piatt,13.0
1C,45224347,HO,P,X,,69008 Jennifer Squares,,,,Isaacview,KS,46949,McLean,18.0
1C,45224348,HO,P,X,,5438 Grant Knoll Apt. 916,,,,Manuelshire,VA,12000,Cook,10.0
1C,45224349,HO,P,X,,1364 Stanley Pass,,,,Sandramouth,CA,65851,Coles,15.0
1C,45224350,HO,P,X,,101 Powell Loaf Apt. 511,,,,North Cathy,VT,33308,Champaign,13.0
1C,45224352,HO,P,X,,Unit 3030 Box 2477,,,,West Stevenburgh,UT,58491,Champaign,13.0
1C,45224353,HO,P,X,,346 Diaz Estate Suite 858,,,,New Sean,UT,28961,Coles,15.0
1C,45224355,HO,P,X,,22315 Timothy Stream,,,,Deleonburgh,MT,53298,McLean,18.0
1C,45224356,HO,P,X,,81424 Brown Ports Suite 963,,,,New Davidfurt,NJ,776,Vermilion,15.0
1C,45224357,HO,P,X,,5063 Parker Extension Apt. 186,,,,East Peggyview,NE,57704,Douglas,15.0
1C,45224358,HO,P,X,,79781 Choi Centers Suite 254,,,,Garciafort,SC,83937,Coles,15.0
1C,45224359,HO,P,X,,41534 Michael Mill,,,,Riveraland,RI,37363,Vermilion,15.0
1C,45224361,HO,P,X,,4274 Candice Bypass Apt. 791,,,,New Kimberlytown,NE,44162,Coles,15.0
1C,45224362,HO,P,X,,1819 Murillo Ranch Suite 790,,,,APO AE 45574,NM,56703,Champaign,13.0
1C,45224364,HO,P,X,,9653 King Streets Apt. 787,,,,West Adamport,AL,9214,Coles,15.0
1C,45224365,HO,P,X,,"PSC 3803, Box 9471",,,,Reyesshire,NM,24147,Champaign,13.0
1C,45224366,HO,P,X,,2691 Ruiz Point,,,,East Shannonhaven,KS,97439,Livingston,16.0
1C,45224367,HO,P,X,,7389 Gomez Lodge Apt. 238,,,,Reedfurt,MI,62600,White,15.0
1C,45224368,HO,P,X,,348 Martin Fields,,,,DPO AP 46495,WA,66546,Livingston,16.0
1C,45224369,HO,P,X,,808 Andersen Meadows Suite 062,,,,Thomasberg,MD,84031,Kendall,14.0
1C,45224370,HO,P,X,,USNV Garcia,,,,East Codymouth,WI,78105,Coles,15.0
1C,45224371,HO,P,X,,346 William Village,,,,Hendersonmouth,FL,66454,Champaign,13.0
1C,45224372,HO,P,X,,"PSC 3154, Box 8120",,,,Stewartbury,AL,21752,Champaign,13.0
1C,45224374,HO,P,X,,97395 Parker Rest,,,,New Andreabury,IN,69838,Champaign,13.0
1C,45224375,HO,P,X,,0429 Davis Station,,,,Mcclaintown,TX,88858,Ford,15.0
1C,45224376,HO,P,X,,4807 Jordan Throughway Apt. 345,,,,Port Robertville,AL,23626,Livingston,16.0
1C,45224377,HO,P,X,,1266 Amanda Summit,,,,South John,WV,64353,Chittenden,0.0
1C,45224379,HO,P,X,,342 Carla Common Apt. 093,,,,Philipmouth,PA,55672,Vermilion,15.0
1C,45224380,HO,P,X,,840 Howard Port,,,,Fischerhaven,RI,19116,Piatt,13.0
1C,45224381,HO,P,X,,432 Randy Forges,,,,Graymouth,IL,92383,Livingston,16.0
1C,45224382,HO,P,X,,29096 Isaac Views Apt. 552,,,,Lake Robinshire,AK,77141,Champaign,15.0
1C,45224383,HO,P,X,,USS Kane,,,,Laurastad,NE,36845,Champaign,13.0
1C,45224384,HO,P,X,,8809 Lynn Freeway Apt. 390,,,,Michaelland,GA,30838,Champaign,13.0
1C,45224385,HO,P,X,,569 Alexandria Plains Apt. 475,,,,Jonesland,NV,79307,Vermilion,15.0
1C,45224386,HO,P,X,,9045 Martin Plains,,,,New Sandy,KY,8339,Champaign,15.0
1C,45224387,HO,P,X,,703 Veronica Crescent Apt. 148,,,,South Mitchellview,TX,85243,Ford,15.0
1C,45224388,HO,P,X,,279 Ashley Fort Apt. 478,,,,New Stephaniefort,MN,36816,Vermilion,15.0
1C,45224389,HO,P,X,,242 Velasquez Key Apt. 471,,,,Heatherstad,WV,87901,Champaign,13.0
1C,45224390,HO,P,X,,998 Bowman Drive Apt. 387,,,,APO AE 77689,NV,46649,Edgar,15.0
1C,45224391,HO,P,X,,05463 Candice Pine,,,,Martinshire,LA,16900,Champaign,15.0
1C,45224392,HO,P,X,,USS Levine,,,,Taylorberg,AR,69226,Iroquois,16.0
1C,45224393,HO,P,X,,710 Samantha Ridges Apt. 966,,,,Parksstad,NC,35495,McLean,18.0
1C,45224394,HO,P,X,,886 Edward Gateway,,,,East Mauriceview,SC,3329,Champaign,13.0
1C,45224395,HO,P,X,,8920 Matthew Crescent,,,,Brookston,PA,49813,Dewitt,13.0
1C,45224397,HO,P,X,,3619 Sarah Place,,,,Port Dianeborough,SC,50176,Champaign,15.0
1C,45224398,HO,P,X,,188 Aaron Manors,,,,Julieside,IA,86433,,
1C,45224399,HO,P,X,,121 Jesse Causeway,,,,DPO AE 18434,MO,89761,Dewitt,13.0
1C,45224400,HO,P,X,,700 Nancy Shoals,,,,Lake Michele,IA,71657,Knox,17.0
1C,45224401,HO,P,X,,33584 Dominguez Locks Apt. 276,,,,Derrickborough,OK,68068,Saint Louis,2.0
1C,45224402,HO,P,X,,961 Ernest Point Apt. 897,,,,Christopherstad,WA,77049,La Salle,16.0
1C,45224403,HO,P,X,,92211 Palmer Mission Apt. 527,,,,Gabrielaview,AR,91631,,
1C,45224404,HO,P,X,,0805 Burch Junction,,,,Lake Donna,NY,45131,Champaign,13.0
1C,45224405,HO,P,X,,"PSC 0129, Box 6178",,,,Port Jason,MO,74383,Champaign,13.0
1C,45224407,HO,P,X,,USCGC Smith,,,,Feliciaberg,MS,68189,Douglas,15.0
1C,45224409,HO,P,X,,0968 Mark Gateway,,,,East Mitchell,NH,83300,Piatt,13.0
1C,45224410,HO,P,X,,Unit 1316 Box 4946,,,,West Jeremy,PA,57116,Champaign,13.0
1C,45224412,HO,P,X,,938 Butler Turnpike Suite 670,,,,New Lisa,HI,11432,Champaign,15.0
1C,45224413,HO,P,X,,5410 West Loaf,,,,Spencerfurt,OR,75077,Vermilion,15.0
1C,45224414,HO,P,X,,58393 English Drives Suite 664,,,,Longfort,PA,45106,,
1C,45224415,HO,P,X,,0497 Robbins Vista,,,,Charlesborough,DE,61618,Champaign,15.0
1C,45224416,HO,P,X,,08342 Snow Motorway Apt. 298,,,,DPO AE 71287,FL,98292,Vermilion,15.0
1C,45224417,HO,P,X,,5911 Kane Manors Apt. 007,,,,Mossport,SD,31786,Champaign,13.0
1C,45224418,HO,P,X,,573 Zimmerman Meadow,,,,Port Allison,CT,23112,Vermilion,15.0
1C,45224419,HO,P,X,,07799 Anderson Ranch,,,,Richardhaven,MA,87237,Vermilion,15.0
1C,45224420,HO,P,X,,5066 Brown Hill Apt. 581,,,,New Michaeltown,DE,42753,Vermilion,15.0
1C,45224421,HO,P,X,,0408 Contreras Courts Suite 480,,,,Shepherdtown,WI,15753,Chittenden,0.0
1C,45224422,HO,P,X,,571 Barrera Harbors,,,,Jacksonchester,ID,41013,Champaign,13.0
1C,45224423,HO,P,X,,28593 Robinson Crossroad Apt. 589,,,,APO AA 73144,SD,45543,Iroquois,16.0
1C,45224424,HO,P,X,,867 Madison Port,,,,Lake Teresaburgh,KS,34534,Douglas,15.0
1C,45224425,HO,P,X,,93099 Williams Divide,,,,APO AA 30854,VA,17148,Dewitt,13.0
1C,45224426,HO,P,X,,038 Scott Valleys,,,,Smithville,WA,98984,Edgar,15.0
1C,45224427,HO,P,X,,0804 Jordan Freeway,,,,South Daisytown,WV,13282,Vermilion,15.0
1C,45224428,HO,P,X,,83307 Robert Lake,,,,APO AA 08594,MD,640,Vermilion,15.0
1C,45224429,HO,P,X,,80721 Stacey Landing Apt. 551,,,,New Pamela,AK,45210,McLean,18.0
1C,45224430,HO,P,X,,627 Long Well Suite 569,,,,Lake Anthony,LA,16843,Douglas,15.0
1C,45224431,HO,P,X,,5244 Lee Burgs Apt. 213,,,,North Maryville,IN,62847,Douglas,15.0
1C,45224432,HO,P,X,,87535 Thompson Greens,,,,Cochranmouth,MN,68375,Douglas,15.0
1C,45224433,HO,P,X,,9949 Hart Alley Apt. 287,,,,Lake Dylanland,PA,68128,Douglas,15.0
1C,45224434,HO,P,X,,2228 Crystal Unions,,,,APO AE 04833,NC,3336,Douglas,15.0
1C,45224435,HO,P,X,,6940 Payne Knolls Apt. 429,,,,North Ralphmouth,NM,49072,Douglas,15.0
1C,45224436,HO,P,X,,61383 Davis Cape,,,,Christinafurt,WY,34036,McLean,13.0
1C,45224437,HO,P,X,,20407 Young Stravenue Suite 564,,,,South Jacob,NH,37622,Ford,15.0
1C,45224438,HO,P,X,,532 Anthony Pine,,,,Jasontown,AZ,92937,Champaign,15.0
1C,45224439,HO,P,X,,37819 Morales Overpass Apt. 403,,,,New Kevin,MI,63537,Champaign,13.0
1C,45224440,HO,P,X,,603 Andrews Ville,,,,Jakefurt,PA,99249,Livingston,16.0
1C,45224441,HO,P,X,,Unit 0341 Box 6480,,,,South Jasonshire,ND,78549,Douglas,15.0
1C,45224442,HO,P,X,,3247 Massey Ferry,,,,Fieldsburgh,OH,70199,Piatt,13.0
1C,45224443,HO,P,X,,22923 Amy Lakes,,,,West Susanland,CO,96220,,15.0
1C,45224444,HO,P,X,,297 Bianca Walks Apt. 212,,,,FPO AP 40132,PA,44043,Champaign,13.0
1C,45224445,HO,P,X,,220 Williams Crossroad,,,,FPO AP 83912,KY,91201,Moultrie,15.0
1C,45224446,HO,P,X,,33810 Hardy Villages,,,,Nicholsmouth,MT,66009,Livingston,16.0
1C,45224447,HO,P,X,,730 Taylor Parkway Suite 306,,,,Loriburgh,NV,31290,Champaign,13.0
1C,45224448,HO,P,X,,422 Clarke Locks Apt. 225,12 North 7th Street,,,Port Gregorymouth,AK,53844,Livingston,16.0
1C,45224449,HO,P,X,,980 Billy Court,,,,Palmerberg,RI,38664,Champaign,13.0
1C,45224450,HO,P,X,,981 John Wall Apt. 335,,,,South Devinton,MD,87140,Piatt,13.0
1C,45224451,HO,P,X,,0789 Johnson Fork Apt. 069,,,,Anthonyfort,NJ,33170,Vermilion,15.0
1C,45224452,HO,P,X,,91121 Eric Parkway,,,,New Rebecca,KY,99421,,
1C,45224453,HO,P,X,,2651 Rivera Freeway,,,,New Rogerfurt,MO,56879,Vermilion,15.0
1C,45224454,HO,P,X,,1614 Gordon Shore Suite 408,,,,Stephaniestad,IN,73955,McLean,18.0
1C,45224455,HO,P,X,,1660 Matthew Creek Suite 413,,,,APO AP 36716,MD,72982,Champaign,13.0
1C,45224456,HO,P,X,,USS Mcdonald,,,,Lake Heather,TN,95235,Vermilion,15.0
1C,45224457,HO,P,X,,2116 Rebecca Burg,,,,East Austin,TX,65909,Peoria,18.0
1C,45224458,HO,P,X,,49008 Jones Hill,,,,Port Rebeccafort,NC,82369,Champaign,13.0
1C,45224459,HO,P,X,,77142 Johnson Brooks Suite 153,,,,North Sandra,MS,8138,Champaign,13.0
1C,45224460,HO,P,X,,40169 Michael Trafficway,,,,South Carmenburgh,CT,12517,McLean,18.0
1C,45224461,HO,P,X,,81839 Garza Knolls,,,,APO AP 68296,LA,70156,Champaign,15.0
1C,45224462,HO,P,X,,46900 Walsh Track Suite 613,,,,North Michellefort,IA,30015,Champaign,13.0
1C,45224463,HO,P,X,,35787 Richardson Estates,,,,Brooketown,VA,70632,Champaign,13.0
1C,45224464,HO,P,X,,43493 Allen Hill,,,,DPO AP 62968,CT,51261,Champaign,13.0
1C,45224465,HO,P,X,,229 Nicholas Union Suite 281,,,,Kelleyview,MI,35120,Edgar,15.0
1C,45224466,HO,P,X,,54552 Boyd Park,,,,West Tiffany,MA,99415,Vermilion,15.0
1C,45224467,HO,P,X,,285 Michael Plaza Suite 593,,,,Lake Kylebury,TN,69758,Iroquois,16.0
1C,45224468,HO,P,X,,62427 Serrano Run Suite 476,,,,West Kaylamouth,RI,95441,Champaign,15.0
1C,45224469,HO,P,X,,99787 Molly Springs,,,,Watsonland,WA,47029,Champaign,13.0
1C,45224470,HO,P,X,,78872 Dunn Garden,,,,Scottmouth,WY,72183,Vermilion,15.0
1C,45224471,HO,P,X,,6762 Sawyer Groves Suite 610,,,,Pattersonside,CT,62642,Vermilion,15.0
1C,45224473,HO,P,X,,USNV Rose,,,,North Tracymouth,MS,99425,Iroquois,16.0
1C,45224474,HO,P,X,,402 Henson Brook Apt. 609,,,,Shealand,DC,70022,Edgar,15.0
1C,45224475,HO,P,X,,464 Jay Isle,,,,Johnsonstad,LA,71585,Douglas,15.0
1C,45224476,HO,P,X,,2008 Victoria Forges,,,,Ramirezburgh,WY,45182,La Salle,16.0
1C,45224478,HO,P,X,,3762 Lisa Prairie,,,,DPO AP 37550,OR,43841,McLean,18.0
1C,45224480,HO,P,X,,"PSC 8692, Box 6478",,,,North Christopher,OR,74864,Champaign,15.0
1C,45224481,HO,P,X,,58804 Kathryn Oval Apt. 123,,,,Jacksonstad,IN,85754,Champaign,13.0
1C,45224482,HO,P,X,,8381 Juan Locks,,,,Port Brittanytown,ID,87731,Vermilion,15.0
1C,45224483,HO,P,X,,0399 Andrew Village Suite 772,,,,West Nataliechester,AR,7878,McLean,18.0
1C,45224484,HO,P,X,,826 Chang Vista Suite 864,,,,North Jessica,FL,25457,Champaign,15.0
1C,45224485,HO,P,X,,022 Michael Mews Apt. 601,,,,Michaeltown,OH,34186,Piatt,13.0
1C,45224486,HO,P,X,,114 Tiffany Squares,,,,South Frederickstad,OH,92087,Champaign,13.0
1C,45224487,HO,P,X,,52277 Torres Tunnel Apt. 957,,,,Shelbychester,NV,75012,Champaign,13.0
1C,45224488,HO,P,X,,3390 Sarah Ports,,,,DPO AA 69856,MS,33839,Edgar,15.0
1C,45224489,HO,P,X,,0641 Brian Lodge,,,,Smallchester,ND,59158,Vermilion,15.0
1C,45224490,HO,P,X,,07179 Browning Lake Apt. 718,,,,New Annberg,GA,28936,Vermilion,15.0
1C,45224491,HO,P,X,,43721 Jason Run,,,,Nathanside,SC,96810,,
1C,45224492,HO,P,X,,85270 Davis Underpass,,,,Dustinville,OK,49888,Edgar,15.0
1C,45224493,HO,P,X,,17717 Leonard Hill,,,,Port Justin,CT,34140,Vermilion,15.0
1C,45224494,HO,P,X,,484 Rivera Plaza,,,,South Garyville,IN,8007,Vermilion,15.0
1C,45224496,HO,P,X,,585 Christopher Views Suite 805,,,,North Kevin,NH,21568,Champaign,13.0
1C,45224497,HO,P,X,,02661 Jennings Landing Suite 419,,,,APO AE 43266,AZ,97256,Livingston,16.0
1C,45224500,HO,P,X,,774 Duke Brook,,,,South Russell,MS,81007,Livingston,16.0
1C,45224501,HO,P,X,,4854 Ingram Cliff Suite 516,,,,Port Victoria,OK,49257,Livingston,16.0
1C,45224502,HO,P,X,,6895 Antonio Motorway,,,,Lake Brenda,MA,1386,Livingston,16.0
1C,45224503,HO,P,X,,8324 Pamela Fall Apt. 896,,,,Gregoryfurt,MO,37873,Ford,16.0
1C,45224505,HO,P,X,,730 Lopez Fork,,,,South Mistyberg,MS,53266,Douglas,15.0
1C,45224506,HO,P,X,,7221 Heath Plaza Suite 443,,,,Kimberg,IN,21725,Iroquois,16.0
1C,45224507,HO,P,X,,USCGC Bowers,,,,South Dannyhaven,MA,2799,Livingston,16.0
1C,45224508,HO,P,X,,98529 Miranda Ramp Apt. 904,,,,West Dominiqueton,SC,98248,McLean,18.0
1C,45224509,HO,P,X,,499 Mcmillan Park Suite 675,,,,Kevintown,TN,98631,Macon,13.0
1C,45224510,HO,P,X,,46778 Wilson Grove Apt. 472,,,,East Josephshire,AZ,82651,Livingston,16.0
1C,45224511,HO,P,X,,76177 Stewart Fort Suite 725,,,,Anthonyfurt,SD,8915,Champaign,13.0
1C,45224512,HO,P,X,,790 Frederick Highway Suite 827,,,,FPO AE 99945,NY,14521,Champaign,15.0
1C,45224513,HO,P,X,,6829 Joy Tunnel,,,,New Tina,OK,86686,Champaign,13.0
1C,45224514,HO,P,X,,30418 Tamara Rapids Suite 750,,,,Jefferymouth,MD,97333,Champaign,13.0
1C,45224516,HO,P,X,,31327 Kristopher Terrace,,,,East Willie,FL,1173,Champaign,13.0
1C,45224517,HO,P,X,,9669 Hunter Spurs,,,,East Richard,KY,29247,Ford,15.0
1C,45224518,HO,P,X,,4827 Thomas Corner Suite 692,,,,Oliviaberg,CT,11823,Champaign,13.0
1C,45224520,HO,P,X,,254 Perez Inlet Apt. 576,,,,Youngstad,IN,76170,Champaign,13.0
1C,45224523,HO,P,X,,"PSC 8438, Box 7665",,,,Jamesside,IA,4412,Champaign,13.0
1C,45224524,HO,P,X,,603 Robinson Spur,,,,South Danielle,CA,49073,Vermilion,15.0
1C,45224525,HO,P,X,,Unit 7122 Box 8635,,,,Marychester,CO,68713,Vermilion,15.0
1C,45224526,HO,P,X,,270 Clayton Bridge,,,,Lake Michael,HI,95918,Champaign,13.0
1C,45224528,HO,P,X,,31654 Maria Trail,,,,Robertsonton,AR,56250,Vermilion,15.0
1C,45224529,HO,P,X,,755 Elizabeth Place Apt. 173,,,,DPO AA 11756,PA,93505,Vermilion,15.0
1C,45224530,HO,P,X,,93369 Gina Stream,,,,Lake Brandon,MI,98004,,
1C,45224531,HO,P,X,,136 Anderson Station Suite 746,,,,South Leahland,GA,71513,Champaign,15.0
1C,45224532,HO,P,X,,4798 Justin Manors,,,,New Justin,OR,60734,,
1C,45224533,HO,P,X,,42638 Watson Walk,,,,Robinsonburgh,SD,47423,,
1C,45224534,HO,P,X,,727 Vanessa Mission Suite 375,Citizenship and Immigration Services,,,APO AE 90677,IN,76888,Cook,7.0
1C,45224535,HO,P,X,,7189 Gonzalez Vista Apt. 408,,,,West Rebeccahaven,RI,99155,Ford,15.0
1C,45224536,HO,P,X,,4081 Richard Pine Suite 015,,,,Ericville,MO,39691,District Of Columbia,0.0
1C,45224537,HO,P,X,,49019 Scott Expressway,,,,Lopezmouth,ND,7052,,
1C,45224538,HO,P,X,,41466 Courtney Garden,,,,Lake Jamesside,WI,1931,,
1C,45224539,HO,P,X,,512 Rachel Light,,,,New Kennethmouth,VA,90235,Vermilion,15.0
1C,45224541,HO,P,X,,01245 Hays Flats,,,,South Carloschester,IA,54039,Peoria,18.0
1C,45224542,HO,P,X,,9414 Joseph Terrace Apt. 760,,,,New Ryanmouth,OH,58244,Lee,19.0
1C,45224543,HO,P,X,,530 Harris Street,,,,East Jesse,IN,16495,McLean,18.0
1C,45224544,HO,P,X,,0594 Gonzalez Locks Apt. 664,,,,New Jill,CA,30635,Marion,5.0
1C,45224547,HO,P,X,,121 Mack Extensions Apt. 013,,,,APO AP 61015,OK,14358,Champaign,13.0
1C,45224549,HO,P,X,,00783 Cassandra Village Suite 225,,,,DPO AE 16069,TN,45718,,
1C,45224550,HO,P,X,,781 Michael Via Suite 861,,,,DPO AA 91342,WY,7205,Champaign,13.0
1C,45224551,HO,P,X,,42934 Mitchell Branch,,,,North Joseph,KY,84260,McLean,13.0
1C,45224552,HO,P,X,,20526 Werner Walk,,,,DPO AP 02050,SD,62976,,
1C,45224553,HO,P,X,,Unit 6511 Box 2860,,,,Port Alanfurt,MI,52533,,
1C,45224554,HO,P,X,,98888 Kimberly Terrace Suite 618,,,,West Nicoleshire,AL,32348,Cherokee,11.0
1C,45224555,HO,P,X,,867 Shannon Wells,,,,Barrettchester,AR,90696,,
1C,45224557,HO,P,X,,619 Sanchez Mill,,,,East Cassidyborough,DE,8169,Champaign,15.0
1C,45224558,HO,P,X,,16875 Glen Rapids,Department of Human and Community Development,,,North Reginashire,LA,29099,Champaign,13.0
1C,45224559,HO,P,X,,01142 Sarah Valleys,,,,North Jamesland,WY,41967,,
1C,45224560,HO,P,X,,33900 Mclaughlin Streets,,,,New Heidi,NE,30766,Wayne,11.0
1C,45224561,HO,P,X,,6925 Belinda Plains Apt. 834,,,,New Johnchester,MI,63352,McLean,18.0
1C,45224562,HO,P,X,,USNS Pierce,,,,West Alexandra,IA,58247,Vermilion,15.0
1C,45224564,HO,P,X,,937 Samuel Club,,,,DPO AA 77157,IA,39881,McLean,18.0
1C,45224565,HO,P,X,,84490 Michelle Shoals Apt. 736,,,,Jonesport,MT,8438,Livingston,16.0
1C,45224566,HO,P,X,,USCGC Nguyen,,,,West Jessica,OH,19024,,16.0
1C,45224567,HO,P,X,,65134 Frazier Inlet,,,,Andersenview,MI,96310,Livingston,16.0
1C,45224568,HO,P,X,,50387 Brooke Plaza Suite 244,,,,FPO AP 97119,SD,92853,Champaign,13.0
1C,45224569,HO,P,X,,9392 Edwards Islands Apt. 869,,,,North Arthurberg,NV,64592,Champaign,13.0
1C,45224570,HO,P,X,,35037 Monica Freeway,,,,FPO AA 93589,WV,10777,Vermilion,15.0
1C,45224571,HO,P,X,,3573 Tran Fords Apt. 212,,,,Bennettport,MI,49558,Vermilion,15.0
1C,45224572,HO,P,X,,86153 Matthew Groves,,,,Melissaton,TN,33658,Champaign,15.0
1C,45224575,HO,P,X,,607 Cory Terrace,,,,Thompsonland,NH,19729,McLean,18.0
1C,45224576,HO,P,X,,183 Tim Island,,,,FPO AP 72344,WI,58785,Champaign,13.0
1C,45224577,HO,P,X,,1655 Chen Dale,,,,Port Charlesstad,MS,31142,Ford,16.0
1C,45224578,HO,P,X,,702 Brad Fields Apt. 691,,,,Lake Amandamouth,DE,72681,Champaign,13.0
1C,45224579,HO,P,X,,412 Smith Lane,,,,Rossfort,HI,77523,Piatt,13.0
1C,45224580,HO,P,X,,8280 Nancy Spur,,,,Port Jennifer,NM,34626,Champaign,13.0
1C,45224581,HO,P,X,,597 Olivia Mill Apt. 154,,,,Port Rachel,DE,66230,McLean,18.0
1C,45224582,HO,P,X,,11408 Shane Points Suite 194,,,,Gregoryhaven,WV,38154,Vermilion,15.0
1C,45224583,HO,P,X,,719 Gutierrez Road,,,,Parkerfurt,NM,45466,Champaign,13.0
1C,45224584,HO,P,X,,6660 Kelly Crossing Suite 049,,,,West Kathleenshire,ID,89625,Champaign,15.0
1C,45224585,HO,P,X,,4929 Duke Mews Apt. 154,,,,Ramirezville,VT,27906,Champaign,13.0
1C,45224586,HO,P,X,,USNV Rivera,,,,South Taramouth,OK,41164,Champaign,13.0
1C,45224587,HO,P,X,,059 Patricia Spurs,,,,North Clinton,IL,23140,Vermilion,15.0
1C,45224588,HO,P,X,,799 Kevin Shore,,,,Garzafort,DC,75647,Champaign,15.0
1C,45224589,HO,P,X,,4081 Olson Valleys Suite 540,,,,East Richardfurt,MS,74070,Vigo,8.0
1C,45224590,HO,P,X,,0626 Philip Lock,,,,FPO AE 84054,MI,7010,Boone,16.0
1C,45224591,HO,P,X,,792 Karen Ville,,,,Floydburgh,DE,72136,Champaign,15.0
1C,45224592,HO,P,X,,1656 Brown Isle,,,,DPO AA 08087,CO,2701,McLean,18.0
1C,45224593,HO,P,X,,USNV Pierce,,,,South Lauren,IA,99854,Champaign,13.0
1C,45224594,HO,P,X,,76140 Jennifer Parkways Suite 785,,,,Toniborough,IA,83702,McLean,18.0
1C,45224595,HO,P,X,,128 Pierce Skyway Apt. 224,,,,FPO AE 29326,WV,27930,Champaign,13.0
1C,45224596,HO,P,X,,2338 Salazar Knoll Suite 735,,,,New Annemouth,PA,64275,Livingston,16.0
1C,45224597,HO,P,X,,230 Ortega Locks Suite 960,,,,Millerhaven,VT,69462,Ford,16.0
1C,45224598,HO,P,X,,74346 Solis Corners,,,,Kellyfort,TX,68984,Champaign,13.0
1C,45224599,HO,P,X,,4510 Murphy Brooks,,,,Thomasview,MA,78983,Douglas,15.0
1C,45224601,HO,P,X,,3134 Mary Ports Suite 067,,,,Heatherfurt,AZ,33426,,
1C,45224602,HO,P,X,,124 Gardner Hills,,,,Lake Michelehaven,WA,8031,Edgar,15.0
1C,45224603,HO,P,X,,6093 Vasquez Isle,,,,New Karenside,NY,58733,McLean,18.0
1C,45224605,HO,P,X,,59645 Roth Throughway,,,,Port Paulberg,WA,93835,Champaign,13.0
1C,45224606,HO,P,X,,9559 Heather Field Suite 799,,,,North Meganmouth,PA,73879,Champaign,13.0
1C,45224607,HO,P,X,,8633 Christopher Haven,,,,Franciscofort,MT,73634,Champaign,13.0
1C,45224608,HO,P,X,,29161 Linda Islands,,,,Sharonside,TX,79558,McLean,18.0
1C,45224609,HO,P,X,,900 Jordan Common Apt. 405,,,,North Donaldmouth,OK,53411,Champaign,13.0
1C,45224610,HO,P,X,,9575 Christopher Shoal Suite 272,,,,Spearston,MT,82916,Champaign,15.0
1C,45224611,HO,P,X,,163 Pruitt Radial,,,,Bryanland,AL,80796,Vermilion,15.0
1C,45224613,HO,P,X,,1566 Jeffery Path,,,,North Tiffany,WA,84024,Champaign,13.0
1C,45224614,HO,P,X,,839 Kirk Ridges,,,,Josephtown,MD,46335,,
1C,45224615,HO,P,X,,59858 Shaun Avenue Suite 086,,,,APO AE 30496,SC,8625,,
1C,45224616,HO,P,X,,236 Bridget Light Suite 476,,,,West Sonia,MN,85671,Georgetown,7.0
1C,45224617,HO,P,X,,Unit 7032 Box 5764,,,,FPO AP 09324,WY,94776,,
