Record Type,Constituent ID,Individual Type,Prefix,First Name,Middle Name,Last Name,Suffix,Appellation,Salutation,Date of Birth,No Mail Flag,Deceased Flag
1A,45226740,CS,Ms.,Charles, ,Keitel,,,Ms. Keitel,20030506.0,,
1A,45226741,CS,Ms.,Alice,A.,Glass,,,Ms. Glass,19140516.0,,
1A,45226742,CS,Mrs.,Christie,G.,Michel,,,Mrs. Michel,19440109.0,,
1A,45226743,CS,Mr.,Mae,M.,Oakley,,,Mr. Oakley,,,
1A,45226744,CS,Ms.,Roseann,R.,Webb,,,Ms. Webb,19471110.0,,
1A,45226745,CS,Ms.,Leila,F.,Adams,,,Ms. Adams,19740708.0,,
1A,45226746,CS,Ms.,Phyllis, ,Oge,,,Ms. Oge,19680208.0,,
1A,45226747,CS,Mr.,Stacy,R.,Shaw,,,Mr. Shaw,19271227.0,,
1A,45226748,CS,Mrs.,Mary,T.,Battista,,,Mrs. Battista,,,
1A,45226749,CS,Mrs.,Thomas,D.,Adam,,,Mrs. Adam,19540402.0,,
1A,45226751,CS,Mrs.,Shelly,E.,Roberts,,,Mrs. Roberts,19100803.0,,
1A,45226752,CS,Ms.,Betty,D.,House,,,Ms. House,19520914.0,,
1A,45226753,CS,Ms.,Josue, ,Miller,,,Ms. Miller,19551129.0,,
1A,45226754,CS,Mr.,Arthur,B.,Kohl,,,Mr. Kohl,19690802.0,,
1A,45226755,CS,Mr.,Robert,W.,Smith,,,Mr. Smith,19470227.0,,
1A,45226756,CS,Mr.,Kathleen,J.,Merrell,,,Mr. Merrell,,,
1A,45226758,CS,Ms.,Mohammed,J.,Hawkins,,,Ms. Hawkins,19951109.0,,
1A,45226760,CS,Mr.,Amy, ,Montgomery,,,Mr. Montgomery,19230903.0,,
1A,45226761,CS,Mrs.,Dan,H.,Winters,,,Mrs. Winters,19510605.0,,
1A,45226762,CS,Mr.,Dion, ,Wells,,,Mr. Wells,19050728.0,,
1A,45226763,CS,Mrs.,William,P.,Spears,,,Mrs. Spears,19700125.0,,
1A,45226764,CS,Ms.,Rocky, ,Smith,,,Ms. Smith,19250512.0,,
1A,45226765,CS,Ms.,Raymond,S.,Nolan,,,Ms. Nolan,19391130.0,,
1A,45226766,CS,Mr.,Mary,M.,Peeler,,,Mr. Peeler,,,
1A,45226767,CS,Ms.,Cathy,J.,Davis,,,Ms. Davis,19920520.0,,
1A,45226768,CS,Ms.,Stanley,B.,Deweese,,,Ms. Deweese,19980906.0,,
1A,45226769,CS,Mr.,Jacquelyn, ,Barut,,,Mr. Barut,,,
1A,45226770,CS,Mrs.,Lucille, ,Lansdale,,,Mrs. Lansdale,19961024.0,,
1A,45226772,CS,Mr.,Rodney,M.,Sanders,,,Mr. Sanders,19150617.0,,
1A,45226773,CS,Ms.,Edward,M.,Mclane,,,Ms. Mclane,19100723.0,,
1A,45226774,CS,Mrs.,Janet, ,Wood,,,Mrs. Wood,19161002.0,,
1A,45226775,CS,Ms.,Michael,June,Tejera,,,Ms. Tejera,19521018.0,,
1A,45226777,CS,Ms.,Richard,Jolene,Lagarde,,,Ms. Lagarde,19721107.0,,
1A,45226778,CS,Mr.,David,J.,Miller,,,Mr. Miller,19550321.0,,
1A,45226779,CS,Mr.,David,J.,Miller,,,Mr. Miller,19550321.0,,
1A,45226780,CS,Mrs.,Heather,D.,Ledoux,,,Mrs. Ledoux,,,
1A,45226781,CS,Mrs.,Basil,Andrea,Melancon,,,Mrs. Melancon,19751208.0,,
1A,45226782,CS,Mrs.,Samuel,Jennifer,Paget,,,Mrs. Paget,20100218.0,,
1A,45226783,CS,Mrs.,Timothy,R.,Logan,,,Mrs. Logan,19830807.0,,
1A,45226784,CS,Mrs.,Peggy,Christopher,Pinson,,,Mrs. Pinson,,,
1A,45226785,CS,Mr.,Peter,A.,Dickerson,,,Mr. Dickerson,20100106.0,,
1A,45226786,CS,Ms.,Tara, ,Arnold,,,Ms. Arnold,,,
1A,45226787,CS,Mr.,Robert,B.,Spiess,,,Mr. Spiess,19990313.0,,
1A,45226788,CS,Mr.,Phyllis,E.,Cortez,,,Mr. Cortez,19150926.0,,
1A,45226789,CS,Ms.,Cynthia,M.,Canter,,,Ms. Canter,,,
1A,45226790,CS,Ms.,Richard,Beverly,Reese,,,Ms. Reese,19980308.0,,
1A,45226791,CS,Mr.,Christopher,S.,Stewart,,,Mr. Stewart,19000927.0,,
1A,45226792,CS,Ms.,Gabriel,T.,Cooper,,,Ms. Cooper,19641012.0,,
1A,45226793,CS,Ms.,Eleanor,M.,Schoonmaker,,,Ms. Schoonmaker,19610217.0,,
1A,45226794,CS,Mr.,Daniel,E.,Flom,,,Mr. Flom,19420424.0,,
1A,45226796,CS,Ms.,Gary, ,Tate,,,Ms. Tate,19831204.0,,
1A,45226797,CS,Mr.,Kelly,T.,Smith,,,Mr. Smith,19221029.0,,
1A,45226798,CS,Mr.,Bernice,J.,Wilson,,,Mr. Wilson,19650409.0,,
1A,45226800,CS,Ms.,Lonnie,D.,Hess,,,Ms. Hess,19890101.0,,
1A,45226801,CS,Mr.,Florence, ,Burrow,,,Mr. Burrow,19331230.0,,
1A,45226802,CS,Mrs.,Ilene,Samuel,Small,,,Mrs. Small,19460614.0,,
1A,45226803,CS,Mr.,Antonia,B.,Maasch,,,Mr. Maasch,19871211.0,,
1A,45226805,CS,Mr.,Christine,Jack,Santos,,,Mr. Santos,20090621.0,,
1A,45226806,CS,Ms.,David,L.,Martin,,,Ms. Martin,19360201.0,,
1A,45226807,CS,Mrs.,Jaime, ,Beltran,,,Mrs. Beltran,19790513.0,,
1A,45226808,CS,Mr.,Susan,F.,Taylor,Jr.,,Mr. Taylor,19031208.0,,
1A,45226809,CS,Ms.,Paul,C.,Nellis,,,Ms. Nellis,19451005.0,,
1A,45226810,CS,Mr.,Frederick,S.,Thompson,,,Mr. Thompson,19511208.0,,
1A,45226811,CS,Mr.,George,J.,Junker,,,Mr. Junker,,,
1A,45226812,CS,Mr.,Lewis,E.,Sexton,,,Mr. Sexton,19300907.0,,
1A,45226813,CS,Mrs.,Steven,C.,Ellsworth,,,Mrs. Ellsworth,,,
1A,45226815,CS,Mrs.,Shannon,Stan,Altmann,,,Mrs. Altmann,19271031.0,,
1A,45226816,CS,Mrs.,Tracy,O.,Bagwell,,,Mrs. Bagwell,19100625.0,,
1A,45226817,CS,Mrs.,Maria, ,Haskins,,,Mrs. Haskins,19160626.0,,
1A,45226819,CS,Ms.,Larry,A.,Vanmiddleswor,,,Ms. Vanmiddleswor,19790119.0,,
1A,45226820,CS,Mr.,Willis,Kenneth,Puccia,,,Mr. Puccia,20060307.0,,
1A,45226821,CS,Mrs.,David,A.,Murphy,,,Mrs. Murphy,,,
1A,45226822,CS,Ms.,Denise,C.,Wedgeworth,,,Ms. Wedgeworth,19840402.0,,
1A,45226823,CS,Ms.,Anthony, ,Webb,,,Ms. Webb,,,
1A,45226824,CS,Ms.,Whitney,J.,Mcgee,,,Ms. Mcgee,19730807.0,,
1A,45226825,CS,Mrs.,Jordan,G.,Fahey,,,Mrs. Fahey,19950203.0,,
1A,45226826,CS,Mr.,Sharon,M.,Linarez,,,Mr. Linarez,19921220.0,,
1A,45226827,CS,Mr.,Connie,H.,Dantzler,,,Mr. Dantzler,,,
1A,45226829,CS,Ms.,Jim,D.,Ayala,,,Ms. Ayala,19530120.0,,
1A,45226830,CS,Mrs.,Jose,Robbie,Covello,,,Mrs. Covello,19600328.0,,
1A,45226831,CS,Ms.,James,B.,Wheeler,,,Ms. Wheeler,,,
1A,45226832,CS,Ms.,Edwin,G.,Whetstine,,,Ms. Whetstine,20021121.0,,
1A,45226833,CS,Mr.,Anne,M.,Lucas,,,Mr. Lucas,19161206.0,,
1A,45226834,CS,Ms.,Patrick, ,Ponyah,,,Ms. Ponyah,19740514.0,,
1A,45226835,CS,Ms.,Miles, ,Scott,,,Ms. Scott,19130327.0,,
1A,45226836,CS,Mr.,Christopher,J.,Rankin,,,Mr. Rankin,19620215.0,,
1A,45226837,CS,Ms.,Darrell,G.,Sparks,,,Ms. Sparks,,,
1A,45226838,CS,Ms.,Will,C.,Piechoski,,,Ms. Piechoski,19000207.0,,
1A,45226839,CS,Ms.,James,J.,Hayek,,,Ms. Hayek,19820812.0,,
1A,45226840,CS,Ms.,Craig,P.,Park,,,Ms. Park,19750107.0,,
1A,45226841,CS,Mrs.,Nicole, ,Garrison,,,Mrs. Garrison,19730510.0,,
1A,45226842,CS,Ms.,Margaret,L.,Machin,,,Ms. Machin,19260627.0,,
1A,45226843,CS,Mr.,John,J.,Eddinger,,,Mr. Eddinger,19510602.0,,
1A,45226844,CS,Ms.,Lauren, ,Hodges,,,Ms. Hodges,19080808.0,,
1A,45226845,CS,Mrs.,Manual, ,Lancaster,,,Mrs. Lancaster,20100520.0,,
1A,45226846,CS,Ms.,Michael,Douglas,Gonzales,,,Ms. Gonzales,,,
1A,45226847,CS,Mr.,Chris, ,Waits,,,Mr. Waits,19330331.0,,
1A,45226848,CS,Mrs.,Floyd, ,Martin,,,Mrs. Martin,19470919.0,,
1A,45226849,CS,Mr.,Trudy, ,Collins,,,Mr. Collins,19950624.0,,
1A,45226850,CS,Mr.,Jerry, ,Kestler,,,Mr. Kestler,20020311.0,,
1A,45226851,CS,Mrs.,Tommy,M.,Scholler,,,Mrs. Scholler,19640302.0,,
1A,45226852,CS,Mr.,Anthony,P.,Evans,,,Mr. Evans,,,
1A,45226853,CS,Mr.,Angelica,G.,Summers,,,Mr. Summers,19901109.0,,
1A,45226854,CS,Mr.,Beulah,L.,Bayly,,,Mr. Bayly,,,
1A,45226856,CS,Mr.,Velva,Robert,Walker,,,Mr. Walker,19800222.0,,
1A,45226857,CS,Ms.,Lynn,E.,Rivera,,,Ms. Rivera,19151204.0,,
1A,45226858,CS,Mr.,Johnnie,L.,Hancock,,,Mr. Hancock,19570813.0,,
1A,45226859,CS,Mr.,Annie,L.,Jackson,,,Mr. Jackson,19390903.0,,
1A,45226860,CS,Mrs.,Shonda,Katie,Spotted,,,Mrs. Spotted,19910308.0,,
1A,45226862,CS,Mr.,Bobby,D.,Dudasik,,,Mr. Dudasik,20000408.0,,
1A,45226863,CS,Mr.,Bruce,Jean,Brown,,,Mr. Brown,19741019.0,,
1A,45226864,CS,Ms.,Anne,L.,Gibson,,,Ms. Gibson,20080430.0,,
1A,45226865,CS,Mr.,Adan,B.,Tudor,,,Mr. Tudor,19920811.0,,
1A,45226866,CS,Mr.,Linda, ,Simpson,,,Mr. Simpson,19950223.0,,
1A,45226867,CS,Mrs.,Melissa,K.,Quinter,,,Mrs. Quinter,19700606.0,,
1A,45226868,CS,Mrs.,Daniel, ,Cullen,,,Mrs. Cullen,19071021.0,,
1A,45226869,CS,Mrs.,Jacquelyn,J.,Allen,,,Mrs. Allen,19040915.0,,
1A,45226870,CS,Ms.,Ralph, ,Thorn,,,Ms. Thorn,19960910.0,,
1A,45226871,CS,Ms.,Joseph,Randall,Sperrey,,,Ms. Sperrey,19530501.0,,
1A,45226872,CS,Mr.,Frances,J.,Dow,,,Mr. Dow,19680622.0,,
1A,45226873,CS,Mr.,Shelby,Frances,Hassenfritz,,,Mr. Hassenfritz,19211003.0,,
1A,45226874,CS,Mrs.,Kristi,R.,Roberts,,,Mrs. Roberts,,,
1A,45226875,CS,Ms.,Susan, ,Shipman,,,Ms. Shipman,19680804.0,,
1A,45226876,CS,Ms.,Erin,J.,Baumler,,,Ms. Baumler,20100331.0,,
1A,45226877,CS,Mrs.,Bonnie,N.,Hall,,,Mrs. Hall,19700710.0,,
1A,45226879,CS,Mrs.,Sally, ,Soape,,,Mrs. Soape,19050610.0,,
1A,45226880,CS,Mrs.,Jason,D.,Henry,,,Mrs. Henry,19021123.0,,
1A,45226881,CS,Mrs.,Keith,M.,Williams,,,Mrs. Williams,19410529.0,,
1A,45226882,CS,Ms.,Sheila, ,Austin,,,Ms. Austin,19150128.0,,
1A,45226883,CS,Ms.,Edna,M.,White,,,Ms. White,,,
1A,45226884,CS,Mrs.,James,A.,Johnson,,,Mrs. Johnson,19360701.0,,
1A,45226885,CS,Mrs.,Charles,D.,Heisler,,,Mrs. Heisler,,,
1A,45226886,CS,Ms.,Vivian, ,Thompson,,,Ms. Thompson,19810502.0,,
1A,45226887,CS,Ms.,Suzanne, ,Vandesande,,,Ms. Vandesande,19091030.0,,
1A,45226888,CS,Mrs.,Annette, ,Lozier,,,Mrs. Lozier,19560713.0,,
1A,45226889,CS,Ms.,Jessica,Dean,Baker,,,Ms. Baker,19660703.0,,
1A,45226890,CS,Mrs.,Roger,Harry,White,,,Mrs. White,19500307.0,,
1A,45226891,CS,Mr.,Pamela,L.,Giannakopoulo,,,Mr. Giannakopoulo,19480407.0,,
1A,45226892,CS,Mr.,Betty,C.,Magyar,,,Mr. Magyar,19390209.0,,
1A,45226893,CS,Mrs.,Marcella,David,Wirth,,,Mrs. Wirth,,,
1A,45226894,CS,Ms.,George,J.,Ingalls,,,Ms. Ingalls,19990404.0,,
1A,45226895,CS,Ms.,Duane,A.,Malamud,,,Ms. Malamud,19240421.0,,
1A,45226896,CS,Mr.,Ann,G.,Haley,,,Mr. Haley,19390901.0,,
1A,45226897,CS,Mr.,Ronald,F.,Mccammon,,,Mr. Mccammon,19520829.0,,
1A,45226898,CS,Mr.,Gregory,C.,Dyson,,,Mr. Dyson,19280727.0,,
1A,45226899,CS,Mr.,Carol,L.,Ortega,,,Mr. Ortega,19940918.0,,
1A,45226900,CS,Mrs.,Marjorie,Marie,Holcomb,,,Mrs. Holcomb,,,
1A,45226902,CS,Mrs.,Cristina, ,Sola,,,Mrs. Sola,19110807.0,,
1A,45226903,CS,Ms.,Maria, ,Rohrer,,,Ms. Rohrer,19090427.0,,
1A,45226904,CS,Mrs.,Peter,Alexandra,York,,,Mrs. York,19190829.0,,
1A,45226905,CS,Ms.,Michael,B.,Donart,,,Ms. Donart,19480431.0,,
1A,45226906,CS,Ms.,Linda,S.,Knowlton,,,Ms. Knowlton,19700704.0,,
1A,45226907,CS,Mr.,Nohemi, ,Torres,,,Mr. Torres,19070501.0,,
1A,45226908,CS,Ms.,Robert,R.,Hanson,,,Ms. Hanson,20060404.0,,
1A,45226909,CS,Mr.,Pamela, ,Harris,,,Mr. Harris,19200704.0,,
1A,45226910,CS,Ms.,Norma,Kelly,Diaz,,,Ms. Diaz,19960302.0,,
1A,45226911,CS,Mr.,Clyde,D.,Marin,,,Mr. Marin,,,
1A,45226912,CS,Ms.,Lila, ,Berube,,,Ms. Berube,,,
1A,45226913,CS,Mr.,Thomas,D.,Luna,,,Mr. Luna,,,
1A,45226915,CS,Mrs.,Faith, ,Mosley,,,Mrs. Mosley,19370626.0,,
1A,45226916,CS,Ms.,Paul,T.,Hair,,,Ms. Hair,,,
1A,45226917,CS,Mr.,James,Derek,Winkelman,,,Mr. Winkelman,19430127.0,,
1A,45226918,CS,Mrs.,Charles,D.,Homa,,,Mrs. Homa,19030505.0,,
1A,45226919,CS,Mrs.,Edward,B.,Boucher,,,Mrs. Boucher,19821116.0,,
1A,45226922,CS,Mrs.,David,Jeffery,Singleton,,,Mrs. Singleton,,,
1A,45226923,CS,Ms.,Gloria,J.,Guzman,,,Ms. Guzman,,,
1A,45226924,CS,Mr.,Horace,Anthony,Reed,,,Mr. Reed,19210328.0,,
1A,45226925,CS,Mr.,Christy,C.,Cullen,,,Mr. Cullen,19820703.0,,
1A,45226927,CS,Ms.,Kathryn, ,Riley,,,Ms. Riley,19281107.0,,
1A,45226928,CS,Mr.,Shawn, ,Walther,,,Mr. Walther,19190616.0,,
1A,45226930,CS,Mrs.,Carl,V.,Allen,,,Mrs. Allen,19200510.0,,
1A,45226932,CS,Ms.,James,Tim,Leneave,,,Ms. Leneave,,,
1A,45226933,CS,Mrs.,Janelle,Patsy,Sheppard,,,Mrs. Sheppard,19341103.0,,
1A,45226934,CS,Ms.,Fern,David,Williams,,,Ms. Williams,19050110.0,,
1A,45226936,CS,Mr.,Theodore, ,Peoples,,,Mr. Peoples,19330919.0,,
1A,45226937,CS,Mr.,Jason,Steven,Tucker,,,Mr. Tucker,,,
1A,45226938,CS,Ms.,Eileen, ,Lauterbach,,,Ms. Lauterbach,19040223.0,,
1A,45226939,CS,Ms.,Paulette,A.,Owens,,,Ms. Owens,19540227.0,,
1A,45226940,CS,Ms.,Manuel,June,Nesby,,,Ms. Nesby,19291222.0,,
1A,45226941,CS,Mrs.,Werner,B.,Foster,,,Mrs. Foster,19110314.0,,
1A,45226942,CS,Mr.,Daniel,S.,Mcgovern,,,Mr. Mcgovern,,,
1A,45226943,CS,Mr.,Joyce, ,Rowe,,,Mr. Rowe,,,
1A,45226944,CS,Mr.,Laura,C.,Pena,,,Mr. Pena,19700218.0,,
1A,45226945,CS,Mr.,Julio,T.,Nestle,,,Mr. Nestle,19601019.0,,
1A,45226946,CS,Ms.,Robert,J.,White,,,Ms. White,19130314.0,,
1A,45226947,CS,Ms.,Daniel,B.,Shipp,,,Ms. Shipp,19580630.0,,
1A,45226948,CS,Mr.,Norma,J.,Brevig,,,Mr. Brevig,,,
1A,45226949,CS,Mrs.,Virginia,A.,Prater,,,Mrs. Prater,19850330.0,,
1A,45226950,CS,Mr.,Cristobal,W.,Russell,,,Mr. Russell,20040125.0,,
1A,45226951,CS,Mrs.,Mary,Sean,Lyell,,,Mrs. Lyell,19830116.0,,
1A,45226952,CS,Mrs.,Mary,Joseph,Deese,,,Mrs. Deese,19550721.0,,
1A,45226953,CS,Mr.,Heather,E.,Story,,,Mr. Story,19170523.0,,
1A,45226954,CS,Mrs.,Ashley, ,Spritzer,,,Mrs. Spritzer,19190127.0,,
1A,45226955,CS,Ms.,Christine, ,Hipp,,,Ms. Hipp,19240805.0,,
1A,45226956,CS,Mrs.,Jennifer,H.,Sanford,,,Mrs. Sanford,,,
1A,45226957,CS,Mr.,Marvin, ,Jones,,,Mr. Jones,20020523.0,,
1A,45226958,CS,Mrs.,Jerome,F.,Gonzalez,,,Mrs. Gonzalez,19071020.0,,
1A,45226959,CS,Ms.,Breanna, ,Patton,,,Ms. Patton,19381105.0,,
1A,45226960,CS,Ms.,Lisa, ,Fors,,,Ms. Fors,19560928.0,,
1A,45226962,CS,Mrs.,Jacob, ,Carson,,,Mrs. Carson,19250406.0,,
1A,45226963,CS,Ms.,Heather,K.,Valentine,,,Ms. Valentine,19020728.0,,
1A,45226964,CS,Mrs.,Lawrence, ,Greenwald,,,Mrs. Greenwald,19150928.0,,
1A,45226965,CS,Ms.,Julia,E.,Savoie,,,Ms. Savoie,19810315.0,,
1A,45226966,CS,Mrs.,Clarence,Bertha,Mcclusky,,,Mrs. Mcclusky,,,
1A,45226967,CS,Mrs.,Mellisa, ,Stanley,,,Mrs. Stanley,19480829.0,,
1A,45226968,CS,Ms.,Chelsie,M.,Wiley,,,Ms. Wiley,19910720.0,,
1A,45226971,CS,Mr.,Randy,J.,Cannon,,,Mr. Cannon,19640426.0,,
1A,45226972,CS,Mrs.,Maria,T.,Vaughn,,,Mrs. Vaughn,19700531.0,,
1A,45226973,CS,Ms.,Jean,S.,Woods,,,Ms. Woods,19020621.0,,
1A,45226974,CS,Mrs.,June, ,Daugherty,,,Mrs. Daugherty,,,
1A,45226975,CS,Mr.,David, ,Hamner,,,Mr. Hamner,19340811.0,,
1A,45226976,CS,Ms.,Louise,R.,Miller,,,Ms. Miller,19440601.0,,
1A,45226977,CS,Ms.,Nancy,Ashley,Hamlett,,,Ms. Hamlett,19390708.0,,
1A,45226978,CS,Ms.,Charles,G.,Wiker,,,Ms. Wiker,,,
1A,45226979,CS,Mrs.,Robert,D.,Rossi,,,Mrs. Rossi,19660902.0,,
1A,45226980,CS,Mrs.,Irving,J.,Huff,,,Mrs. Huff,19771214.0,,
1A,45226981,CS,Ms.,Freddie,C.,Nikolic,,,Ms. Nikolic,,,
1A,45226982,CS,Mr.,Henry,S.,Neil,,,Mr. Neil,19720130.0,,
1A,45226983,CS,Mr.,Curtis,R.,Scoby,,,Mr. Scoby,19790207.0,,
1A,45226984,CS,Mrs.,Chad,E.,Trevino,,,Mrs. Trevino,19900231.0,,
1A,45226985,CS,Mrs.,Lori, ,Barbieri,,,Mrs. Barbieri,,,
1A,45226986,CS,Ms.,Neal, ,Thompson,,,Ms. Thompson,19550502.0,,
1A,45226988,CS,Mr.,Julius,J.,Carte,,,Mr. Carte,19390410.0,,
1A,45226989,CS,Mrs.,Douglas,E.,Padilla,,,Mrs. Padilla,19911118.0,,
1A,45226990,CS,Ms.,Mario, ,Haire,,,Ms. Haire,19501213.0,,
1A,45226991,CS,Ms.,Kevin,S.,Harrison,,,Ms. Harrison,19521008.0,,
1A,45226992,CS,Mr.,Maria,A.,Sims,,,Mr. Sims,,,
1A,45226993,CS,Mr.,Fredericka,F.,Munn,,,Mr. Munn,19700228.0,,
1A,45226994,CS,Mrs.,John,Jorge,Belk,,,Mrs. Belk,19901202.0,,
1A,45226995,CS,Mrs.,Mary,T.,Leon,,,Mrs. Leon,,,
1A,45226996,CS,Ms.,Julius,O.,Peoples,,,Ms. Peoples,19560322.0,,
1A,45226997,CS,Mrs.,Jennifer,Sally,Rundell,,,Mrs. Rundell,19051222.0,,
1A,45226998,CS,Ms.,Leslie,Jose,Matthew,,,Ms. Matthew,19931015.0,,
1A,45226999,CS,Ms.,Norman,C.,Clark,,,Ms. Clark,19290420.0,,
1A,45227000,CS,Ms.,Walter,G.,Lunsford,,,Ms. Lunsford,,,
1A,45227002,CS,Ms.,Mary,K.,Crist,,,Ms. Crist,19681110.0,,
1A,45227003,CS,Mrs.,Wilfredo, ,Sterling,,,Mrs. Sterling,19631031.0,,
1A,45227004,CS,Ms.,Francisco,D.,Owen,,,Ms. Owen,,,
1A,45227005,CS,Mrs.,Allen,D.,Lott,,,Mrs. Lott,19021007.0,,
1A,45227006,CS,Mr.,Mary,A.,Geralds,,,Mr. Geralds,19300101.0,,
1A,45227007,CS,Ms.,Roland, ,Adkins,,,Ms. Adkins,19620202.0,,
1A,45227011,CS,Mrs.,Melvin,M.,Garrison,,,Mrs. Garrison,19510718.0,,
1A,45227014,CS,Ms.,Sandra,C.,Taylor,,,Ms. Taylor,,,
1A,45227015,CS,Mrs.,Eliz,R.,Shelton,,,Mrs. Shelton,19810807.0,,
1A,45227016,CS,Mrs.,Beverly,M.,Pamintuan,Jr.,,Mrs. Pamintuan,19620118.0,,
1A,45227017,CS,Mrs.,John,T.,Bowlin,,,Mrs. Bowlin,19381124.0,,
1A,45227018,CS,Mr.,Donna,Kevin,Mclaughlin,,,Mr. Mclaughlin,19890308.0,,
1A,45227019,CS,Mr.,Linda, ,Toth,,,Mr. Toth,19180520.0,,
1A,45227020,CS,Mr.,Margaret,M.,Hodges,,,Mr. Hodges,19930909.0,,
1A,45227021,CS,Mr.,Bryan,B.,Clark,,,Mr. Clark,19531214.0,,
1A,45227022,CS,Mr.,Despina, ,Sanner,,,Mr. Sanner,19730127.0,,
1A,45227023,CS,Ms.,Homer, ,Davis,,,Ms. Davis,19051022.0,,
1A,45227024,CS,Ms.,Lauretta,F.,Rice,,,Ms. Rice,19700503.0,,
1A,45227025,CS,Mrs.,Leona,G.,Mccarty,,,Mrs. Mccarty,19290524.0,,
1A,45227027,CS,Mrs.,Dewey, ,Moua,,,Mrs. Moua,,,
1A,45227028,CS,Mr.,Stacey, ,Isacs,,,Mr. Isacs,20060127.0,,
1A,45227029,CS,Mr.,John,Marjorie,Scott,,,Mr. Scott,19590715.0,,
1A,45227030,CS,Ms.,Shannon,Nicholas,Viesselman,,,Ms. Viesselman,19470311.0,,
1A,45227031,CS,Ms.,Francisco,M.,Grumet,,,Ms. Grumet,19310809.0,,
1A,45227032,CS,Mrs.,John,Rachelle,Townsend,,,Mrs. Townsend,19990425.0,,
1A,45227033,CS,Ms.,Clara, ,Caudill,,,Ms. Caudill,19770911.0,,
1A,45227034,CS,Mr.,Joyce, ,Allen,,,Mr. Allen,19020722.0,,
1A,45227035,CS,Ms.,Hannah,M.,Louder,,,Ms. Louder,19190828.0,,
1A,45227036,CS,Mr.,Chris,J.,Brewer,,,Mr. Brewer,,,
1A,45227037,CS,Ms.,Thomas,Mario,Gramling,,,Ms. Gramling,20010131.0,,
1A,45227038,CS,Ms.,Maggie,S.,Wilson,,,Ms. Wilson,19470113.0,,
1A,45227039,CS,Mr.,Stewart,Jesus,Moore,,,Mr. Moore,,,
1A,45227040,CS,Mr.,Erin,A.,Gillespie,,,Mr. Gillespie,19590901.0,,
1A,45227041,CS,Mrs.,Johnny,G.,Dugan,,,Mrs. Dugan,20101225.0,,
1A,45227042,CS,Mr.,John,C.,Sharley,,,Mr. Sharley,19880309.0,,
1A,45227043,CS,Ms.,Kelvin,T.,Lipsey,,,Ms. Lipsey,19020410.0,,
1A,45227045,CS,Ms.,Vicky,J.,Lanterman,,,Ms. Lanterman,,,
1A,45227047,CS,Mrs.,Angela,Jeffrey,Sheridan,,,Mrs. Sheridan,19110605.0,,
1A,45227048,CS,Mrs.,Christopher,S.,Walker,,,Mrs. Walker,19300206.0,,
1A,45227049,CS,Ms.,Dorothy, ,Underwood,,,Ms. Underwood,19560618.0,,
1A,45227050,CS,Mr.,Jon, ,Mcclure,,,Mr. Mcclure,19410310.0,,
1A,45227051,CS,Mrs.,Stuart,J.,Williams,,,Mrs. Williams,19060522.0,,
1A,45227052,CS,Mr.,Guillermina,G.,Allen,,,Mr. Allen,19170228.0,,
1A,45227053,CS,Ms.,Charles,A.,Fairbairn,,,Ms. Fairbairn,19200425.0,,
1A,45227055,CS,Mrs.,Heather, ,Rone,,,Mrs. Rone,19760726.0,,
1A,45227056,CS,Mr.,Gertrude,N.,Hutson,,,Mr. Hutson,19741021.0,,
1A,45227057,CS,Mr.,Helen,B.,Morin,,,Mr. Morin,,,
1A,45227060,CS,Mr.,Scott,Leslie,Arnold,,,Mr. Arnold,19030606.0,,
1A,45227061,CS,Ms.,Elisabeth,D.,Kuhn,,,Ms. Kuhn,,,
1A,45227062,CS,Mrs.,Nancy,Jamie,Foody,,,Mrs. Foody,19681109.0,,
1A,45227063,CS,Mrs.,Stephen,R.,Ludwig,,,Mrs. Ludwig,20030103.0,,
1A,45227064,CS,Ms.,Chantel,B.,Houck,,,Ms. Houck,19561030.0,,
1A,45227065,CS,Mr.,Pamela,Clinton,Leader,,,Mr. Leader,19791024.0,,
1A,45227066,CS,Ms.,Pamela,Thomas,Miranda,,,Ms. Miranda,19241225.0,,
1A,45227067,CS,Mr.,Dawn,T.,Walter,,,Mr. Walter,19810218.0,,
1A,45227068,CS,Mrs.,Mary,G.,Hall,,,Mrs. Hall,20060522.0,,
1A,45227069,CS,Ms.,Melita,Deborah,Holze,,,Ms. Holze,19270102.0,,
1A,45227070,CS,Mrs.,Steven,A.,Lambert,,,Mrs. Lambert,19700219.0,,
1A,45227071,CS,Mrs.,Milton,E.,Mcginness,,,Mrs. Mcginness,19230724.0,,
1A,45227073,CS,Mrs.,Reta,F.,Simpson,,,Mrs. Simpson,19500129.0,,
1A,45227074,CS,Mrs.,Debra, ,Hernandez,,,Mrs. Hernandez,20050123.0,,
1A,45227075,CS,Ms.,Tim,W.,Mercado,,,Ms. Mercado,19560501.0,,
1A,45227076,CS,Ms.,Johnathan,R.,Wages,,,Ms. Wages,19340903.0,,
1A,45227077,CS,Mr.,Doris,H.,Inman,,,Mr. Inman,,,
1A,45227078,CS,Ms.,Bernardo,O.,Rupert,,,Ms. Rupert,19010819.0,,
1A,45227079,CS,Mrs.,Refugio,R.,Wanzer,,,Mrs. Wanzer,19310125.0,,
1A,45227080,CS,Mr.,Santiago,S.,Martin,,,Mr. Martin,19610715.0,,
1A,45227081,CS,Mr.,Rita,R.,Campos,,,Mr. Campos,19720130.0,,
